66.249.67.154 - - [20/Sep/2009:00:11:30 -0700] "GET www.unitedhero.com/images/photo/background6.jpg HTTP/1.1" 200 122304 "-" "Googlebot-Image/1.0"
71.227.188.248 - - [20/Sep/2009:00:57:55 -0700] "GET unitedhero.com/ HTTP/1.1" 200 4890 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.14) Gecko/2009082707 Firefox/3.0.14 (.NET CLR 3.5.30729)"
71.227.188.248 - - [20/Sep/2009:00:57:55 -0700] "GET unitedhero.com/styles/main.css HTTP/1.1" 200 3668 "http://unitedhero.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.14) Gecko/2009082707 Firefox/3.0.14 (.NET CLR 3.5.30729)"
71.227.188.248 - - [20/Sep/2009:00:57:55 -0700] "GET unitedhero.com/Scripts/AC_RunActiveContent.js HTTP/1.1" 200 8029 "http://unitedhero.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.14) Gecko/2009082707 Firefox/3.0.14 (.NET CLR 3.5.30729)"
71.227.188.248 - - [20/Sep/2009:00:57:56 -0700] "GET unitedhero.com/images/background.png HTTP/1.1" 200 611 "http://unitedhero.com/styles/main.css" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.14) Gecko/2009082707 Firefox/3.0.14 (.NET CLR 3.5.30729)"
71.227.188.248 - - [20/Sep/2009:00:57:56 -0700] "GET unitedhero.com/images/logo.png HTTP/1.1" 200 6989 "http://unitedhero.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.14) Gecko/2009082707 Firefox/3.0.14 (.NET CLR 3.5.30729)"
71.227.188.248 - - [20/Sep/2009:00:57:56 -0700] "GET unitedhero.com/images/content_background.png HTTP/1.1" 200 13092 "http://unitedhero.com/styles/main.css" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.14) Gecko/2009082707 Firefox/3.0.14 (.NET CLR 3.5.30729)"
71.227.188.248 - - [20/Sep/2009:00:57:56 -0700] "GET unitedhero.com/images/photo/background7.jpg HTTP/1.1" 200 122244 "http://unitedhero.com/styles/main.css" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.14) Gecko/2009082707 Firefox/3.0.14 (.NET CLR 3.5.30729)"
71.227.188.248 - - [20/Sep/2009:00:57:57 -0700] "GET unitedhero.com/images/photo/background1.jpg HTTP/1.1" 200 141724 "http://unitedhero.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.14) Gecko/2009082707 Firefox/3.0.14 (.NET CLR 3.5.30729)"
71.227.188.248 - - [20/Sep/2009:00:57:57 -0700] "GET unitedhero.com/favicon.ico HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.14) Gecko/2009082707 Firefox/3.0.14 (.NET CLR 3.5.30729)"
71.227.188.248 - - [20/Sep/2009:00:57:59 -0700] "GET unitedhero.com/favicon.ico HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.14) Gecko/2009082707 Firefox/3.0.14 (.NET CLR 3.5.30729)"
208.80.193.27 - - [20/Sep/2009:01:13:58 -0700] "GET www.unitedhero.com/ HTTP/1.0" 200 4870 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98; brip1; .NET CLR 1.1.4322)"
208.80.193.40 - - [20/Sep/2009:02:21:35 -0700] "GET unitedhero.com/ HTTP/1.0" 200 4870 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; YPC 3.2.0; Media Center PC 3.0; .NET CLR 1.0.3705; yplus 5.5.04b)"
119.63.199.7 - - [20/Sep/2009:03:09:22 -0700] "GET unitedhero.com/ HTTP/1.1" 200 4883 "-" "Baiduspider+(+http://www.baidu.jp/spider/)"
71.231.70.21 - - [20/Sep/2009:03:16:46 -0700] "GET www.unitedhero.com/ HTTP/1.1" 200 4889 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; DS_desktopsmiley; GTB6; desktopsmiley_1_3_319317514023422_7_285; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618)"
71.231.70.21 - - [20/Sep/2009:03:17:04 -0700] "GET www.unitedhero.com/styles/main.css HTTP/1.1" 304 - "http://www.unitedhero.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; DS_desktopsmiley; GTB6; desktopsmiley_1_3_319317514023422_7_285; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618)"
71.231.70.21 - - [20/Sep/2009:03:17:04 -0700] "GET www.unitedhero.com/Scripts/AC_RunActiveContent.js HTTP/1.1" 304 - "http://www.unitedhero.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; DS_desktopsmiley; GTB6; desktopsmiley_1_3_319317514023422_7_285; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618)"
71.231.70.21 - - [20/Sep/2009:03:17:04 -0700] "GET www.unitedhero.com/images/logo.png HTTP/1.1" 304 - "http://www.unitedhero.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; DS_desktopsmiley; GTB6; desktopsmiley_1_3_319317514023422_7_285; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618)"
71.231.70.21 - - [20/Sep/2009:03:17:05 -0700] "GET www.unitedhero.com/images/background.png HTTP/1.1" 304 - "http://www.unitedhero.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; DS_desktopsmiley; GTB6; desktopsmiley_1_3_319317514023422_7_285; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618)"
71.231.70.21 - - [20/Sep/2009:03:17:06 -0700] "GET www.unitedhero.com/images/photo/background8.jpg HTTP/1.1" 200 112443 "http://www.unitedhero.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; DS_desktopsmiley; GTB6; desktopsmiley_1_3_319317514023422_7_285; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618)"
71.231.70.21 - - [20/Sep/2009:03:17:08 -0700] "GET www.unitedhero.com/images/photo/background7.jpg HTTP/1.1" 304 - "http://www.unitedhero.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; DS_desktopsmiley; GTB6; desktopsmiley_1_3_319317514023422_7_285; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618)"
71.231.70.21 - - [20/Sep/2009:03:17:08 -0700] "GET www.unitedhero.com/images/content_background.png HTTP/1.1" 304 - "http://www.unitedhero.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; DS_desktopsmiley; GTB6; desktopsmiley_1_3_319317514023422_7_285; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618)"
119.63.199.37 - - [20/Sep/2009:06:30:20 -0700] "GET unitedhero.com/ HTTP/1.1" 200 4910 "-" "Baiduspider+(+http://www.baidu.jp/spider/)"
71.231.146.8 - - [20/Sep/2009:07:47:57 -0700] "GET www.unitedhero.com/ HTTP/1.1" 200 4917 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; en-us) AppleWebKit/531.9 (KHTML, like Gecko) Version/4.0.3 Safari/531.9"
71.231.146.8 - - [20/Sep/2009:07:47:57 -0700] "GET www.unitedhero.com/styles/main.css HTTP/1.1" 304 - "http://www.unitedhero.com/" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; en-us) AppleWebKit/531.9 (KHTML, like Gecko) Version/4.0.3 Safari/531.9"
